course,institution,category
Diploma in Information Communication Technology(ICT),East African Institute of Certified Studies - EAICS,diploma
Diploma in Information Communication Technology(ICT),Graffins College - Westlands Campus,diploma
Diploma in Information Communication Technology(ICT),Jodan College of Technology - Thika Main Campus,diploma
Diploma in Information Communication Technology(ICT),Nkabune Technical Training Institute - Meru,diploma
Diploma in Information Communication Technology(ICT),Nkabune Technical Training Institute - Town Campus,diploma
Diploma in Information Communication Technology(ICT),Alphax College - Eldoret Town Centre,diploma
Diploma in Information Communication Technology(ICT),Gusii Institute of Technology - Kisii,diploma
Diploma in Information Communication Technology(ICT),United Africa College - Main Campus,diploma
Diploma in Information Communication Technology(ICT),Kitale Technical Training Institute - Kitale,diploma
Diploma in Information Communication Technology(ICT),Kisumu Polytechnic - Kisumu,diploma
Diploma in Information Communication Technology(ICT),Rift Valley Technical Training Institute - Eldoret,diploma
Diploma in Information Communication Technology(ICT),Coast Institute of Technology - Voi,diploma
Diploma in Information Communication Technology(ICT),Eldoret Aviation Training Institute - Eldoret,diploma
Diploma in Information Communication Technology(ICT),Institute of Advanced Technology - Loita Campus,diploma
Diploma in Information Communication Technology(ICT),Kenya Institute of Social Work and Community Development - NACICO Campus,diploma
Diploma in Information Communication Technology(ICT),Meru Technical Training Institute - Meru,diploma
Diploma in Information Communication Technology(ICT),Shanzu Teachers Training College - Mombasa,diploma
Diploma in Information Communication Technology(ICT),Kenya Institute of Software Engineering. - Thika,diploma
Diploma in Information Communication Technology(ICT),Wright Flyers Aviation Institute - Town Campus,diploma
Diploma in Information Communication Technology(ICT),Beam International Training Centre - Development house Campus,diploma
Diploma in Information Communication Technology(ICT),Beam International Training Centre - Jasho House Campus,diploma
Diploma in Information Communication Technology(ICT),Beam International Training Centre - Kisii Campus,diploma
Diploma in Information Communication Technology(ICT),Beam International Training Centre - Kitengela Campus,diploma
Diploma in Information Communication Technology(ICT),Thika School of Medical and Health Sciences - Kisumu Campus,diploma
Diploma in Information Communication Technology(ICT),Thika School of Medical and Health Sciences - Kitui Campus,diploma
Diploma in Information Communication Technology(ICT),Thika School of Medical and Health Sciences - Mombasa Campus,diploma
Diploma in Information Communication Technology(ICT),Thika School of Medical and Health Sciences - Nairobi,diploma
Diploma in information Science,Kenya Methodist University - Nairobi Campus,diploma
Diploma in information Science,International University of Professional Studies - Main Campus,diploma
Diploma in information Science,Mount Kenya University - Main Campus,diploma
Diploma in information Science,Kenya Institute of Applied Sciences - Eldoret Campus,diploma
Diploma in information Science,Kenya Methodist University - Maua Centre,diploma
Diploma in information Science,Intraglobal Training Institute - Nairobi Campus,diploma
Diploma in information Science,Kenyatta University TVET,diploma
Diploma in information Science,The Eldoret National Polytechnic,diploma
Diploma in information Science,Emurua Dikirr Technical Training Institute,diploma
Diploma in information Science,Endebess Technical Training Institute,diploma
Diploma in information Science,Garissa University,diploma
Diploma in Information Sciences,Rift Valley Technical Training Institute - Eldoret,diploma
Diploma in Information Sciences,Eldoret Aviation Training Institute - Eldoret,diploma
Diploma in Information Sciences(Library or Archives option),Technical University of Mombasa - Main Campus,diploma
Diploma in Information Sciences(Library or Archives option),Gusii Institute of Technology - Kisii,diploma
Diploma in Information Studies,Machakos University College - Main Campus,diploma
Diploma in Information Studies,Alphax College - Eldoret Town Centre,diploma
Diploma in Information Studies,Kenya Technical Teachers College - Gigiri,diploma
Diploma in Information Studies,Skynet Business College - Nairobi Campus,diploma
Diploma in Information Studies,Vision Stars Training Institute - Nature House,diploma
Diploma in Information Studies,Butere Technical And Vocational College,diploma
Diploma in Information Studies,The Eldoret National Polytechnic,diploma
Diploma in Information Studies (Library),Friends National Polytechnic Kaimosi,diploma
Diploma in information Systems,Technical University of Kenya - Main Campus,diploma
Diploma in information Systems,Highlands State College - Nairobi CBD Campus,diploma
Diploma in information Systems,Regional Institute of Business Management - Nairobi,diploma
Diploma in Information Systems Technology,United States International University - USIU,diploma
Diploma in information Technology Security,Jaramogi Oginga Odinga University of Science and Technology - Bondo Campus,diploma
Diploma in information Technology Security,Moi University - Coast Campus,diploma
Diploma in information Technology Security,University of Kabianga - Main Campus,diploma
"Diploma in Information, Communication & Technology",Laikipia University - Nairobi Campus,diploma
"Diploma in Information, Communication & Technology",Laikipia University - Naivasha Campus,diploma
Diploma in Instructor Training,Kenya Technical Teachers College - Gigiri,diploma
Diploma in instrumentation and control,Kiambu Institute of Science and Technology - Main Campus,diploma
Diploma in instrumentation and control,Kabete National Polytechnic,diploma
Diploma in instrumentation and control,Bondo Technical Training Institute,diploma
Diploma in instrumentation and control,Kaiboi National Polytechnic,diploma
Diploma in Instrumentation and Control Engineering,Muranga University College - Muranga Town Campus,diploma
Diploma in Instrumentation and Control Technician,Aldai Technical Training Institute,diploma
Diploma in intellectual Property,International University of Professional Studies - Main Campus,diploma
Diploma in Interior Design,Nairobi Institute of Technology - Main Campus,diploma
Diploma in Interior Design,Kabete National Polytechnic,diploma
Diploma in Interior Design,Gatundu South Technical and Vocational College,diploma
Diploma in Interior Design,Karumo Technical Training Institute,diploma
Diploma in International Aviation Law for non-lawyers,Mombasa Aviation Training Institute - Mombasa,diploma
Diploma in International Business Administration,United States International University - USIU,diploma
Diploma in International Business Studies,Jodan College of Technology - Thika Main Campus,diploma
Diploma in International Business Studies,Thika Institute of Business Studies - Highway Campus,diploma
Diploma in International Business Studies,Thika Institute of Business Studies - Thika Town Campus,diploma
Diploma in International Cabin Crew/Air Hostess,United Africa College - Main Campus,diploma
Diploma in International Freight Management,Nairobi Aviation College - Kahawa House Branch,diploma
Diploma in International Freight Management,Intraglobal Training Institute - Nairobi Campus,diploma
Diploma in international Relations,Gretsa University - Thika Campus,diploma
Diploma in international Relations,United States International University - USIU,diploma
Diploma in international Relations,Riara University - Main Campus,diploma
Diploma in international Relations,East African Institute of Certified Studies - EAICS,diploma
Diploma in international Relations,United Africa College - Main Campus,diploma
Diploma in international Relations,The Catholic University of Eastern Africa - Gaba Campus - Eldoret,diploma
Diploma in international Relations,The Catholic University of Eastern Africa - Kisumu Campus,diploma
Diploma in international Relations,The Catholic University of Eastern Africa - Main Campus - Lang'ata,diploma
Diploma in international Relations,The Catholic University of Eastern Africa - Nairobi City Campus,diploma
Diploma in international Relations and Diplomacy,Technical University of Kenya - Main Campus,diploma
Diploma in international Relations and Diplomacy,The University of Nairobi - Main Campus,diploma
"Diploma in international Relations,Conflict Resolutions and Peace Building",Kisii University - Kisii Town Campus,diploma
"Diploma in international Relations,Conflict Resolutions and Peace Building",Kisii University - Nyamira Campus,diploma
Diploma in International Standard training in Hotel Management,"Kenya Utalii College - Main Campus, Off Thika Road",diploma
Diploma in International Studies,The University of Nairobi - Main Campus,diploma
Diploma in International Studies/Strategic Studies,The University of Nairobi - Main Campus,diploma
Diploma in International Tourism Management,Mombasa Aviation Training Institute - Mombasa,diploma
"Diploma in International Travel,Tours and Hospitality",Eldoret Aviation Training Institute - Eldoret,diploma
Diploma in Internet Reputation Monitoring (IRM),Riara University - Main Campus,diploma
Diploma in Internet System and Security (DISS),Institute of Advanced Technology - Loita Campus,diploma
Diploma in Internet Technology,St. Paul's University - Limuru Campus,diploma
Diploma in Irrigation and Drainage Engineering,Kenya Water Institute - Chiakariga Campus,diploma
Diploma in Irrigation and Drainage Engineering,Kenya Water Institute - Kisumu Campus,diploma
Diploma in Irrigation and Drainage Engineering,Kenya Water Institute - Kitui Campus,diploma
